"","theloopcount","wash_6_volume_recipient","wash_7_frequence_recipient","volume_total_par_recipient","X_index","X_parent_table_name","X_parent_index","X_submission__id","X_submission__uuid","X_submission__submission_time","X_submission__validation_status","MERGED_FROM_FILE"
"113",2,20,1,20,113,"Questionnaire MSNA - HH",16,60239424,"058b16b6-8b09-4a95-83bf-83c2273ce31a","2019-07-01T16:46:15",NA,"loop_bidons_test_OK_0701"
"114",3,20,1,20,114,"Questionnaire MSNA - HH",16,60239424,"058b16b6-8b09-4a95-83bf-83c2273ce31a","2019-07-01T16:46:15",NA,"loop_bidons_test_OK_0701"
"115",4,20,1,20,115,"Questionnaire MSNA - HH",16,60239424,"058b16b6-8b09-4a95-83bf-83c2273ce31a","2019-07-01T16:46:15",NA,"loop_bidons_test_OK_0701"
"116",1,20,1,20,116,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"117",2,25,1,25,117,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"118",3,20,1,20,118,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"119",4,20,1,20,119,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"120",5,20,1,20,120,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"121",6,20,1,20,121,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"122",7,20,1,20,122,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"123",8,20,1,20,123,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"124",9,20,1,20,124,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"125",10,20,1,20,125,"Questionnaire MSNA - HH",17,60239242,"3e99cc1e-98e3-4532-a868-7f58a93731fb","2019-07-01T16:43:29",NA,"loop_bidons_test_OK_0701"
"126",1,200,1,200,126,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"127",2,240,1,240,127,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"128",3,60,1,60,128,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"129",4,0,0,0,129,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"130",5,0,0,0,130,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"131",6,0,0,0,131,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"132",7,0,0,0,132,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"133",8,0,0,0,133,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"134",9,0,0,0,134,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"135",10,0,0,0,135,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"136",11,0,0,0,136,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"137",12,0,0,0,137,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"138",13,0,0,0,138,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"139",14,0,0,0,139,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"140",15,0,0,0,140,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"141",16,0,0,0,141,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"142",17,0,0,0,142,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"143",18,0,0,0,143,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"144",19,0,0,0,144,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"145",20,0,0,0,145,"Questionnaire MSNA - HH",18,60238323,"e024f521-b0ab-41d2-8503-e668aa16531d","2019-07-01T16:38:40",NA,"loop_bidons_test_OK_0701"
"146",1,75,1,75,146,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"147",2,100,1,100,147,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"148",3,40,1,40,148,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"149",4,30,1,30,149,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"150",5,0,0,0,150,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"151",6,0,0,0,151,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"152",7,0,0,0,152,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"153",8,0,0,0,153,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"154",9,0,0,0,154,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"155",10,0,0,0,155,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"156",11,0,0,0,156,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"157",12,0,0,0,157,"Questionnaire MSNA - HH",19,60238255,"afd2fd59-8da8-4022-af19-56768b57eb08","2019-07-01T16:38:24",NA,"loop_bidons_test_OK_0701"
"158",1,30,2,60,158,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"159",2,30,2,60,159,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"160",3,20,1,20,160,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"161",4,20,1,20,161,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"162",5,20,1,20,162,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"163",6,20,1,20,163,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"164",7,20,1,20,164,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"165",8,20,1,20,165,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"166",9,20,1,20,166,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"167",10,20,1,20,167,"Questionnaire MSNA - HH",20,60239254,"3ebb2b6c-80f6-4f24-a7b2-c9da9749c496","2019-07-01T16:43:34",NA,"loop_bidons_test_OK_0701"
"168",1,20,2,40,168,"Questionnaire MSNA - HH",21,60239234,"ea141a79-aaaa-4887-8276-79ba9312beb9","2019-07-01T16:43:25",NA,"loop_bidons_test_OK_0701"
"169",2,12,3,36,169,"Questionnaire MSNA - HH",21,60239234,"ea141a79-aaaa-4887-8276-79ba9312beb9","2019-07-01T16:43:25",NA,"loop_bidons_test_OK_0701"
"170",3,25,3,75,170,"Questionnaire MSNA - HH",21,60239234,"ea141a79-aaaa-4887-8276-79ba9312beb9","2019-07-01T16:43:25",NA,"loop_bidons_test_OK_0701"
"171",1,20,1,20,171,"Questionnaire MSNA - HH",22,59930669,"21d2cd35-2e43-43b9-951e-06f84cd1069c","2019-06-28T13:51:04",NA,"loop_bidons_test_OK_0701"
"172",2,20,1,20,172,"Questionnaire MSNA - HH",22,59930669,"21d2cd35-2e43-43b9-951e-06f84cd1069c","2019-06-28T13:51:04",NA,"loop_bidons_test_OK_0701"
"173",3,20,1,20,173,"Questionnaire MSNA - HH",22,59930669,"21d2cd35-2e43-43b9-951e-06f84cd1069c","2019-06-28T13:51:04",NA,"loop_bidons_test_OK_0701"
"174",4,15,1,15,174,"Questionnaire MSNA - HH",22,59930669,"21d2cd35-2e43-43b9-951e-06f84cd1069c","2019-06-28T13:51:04",NA,"loop_bidons_test_OK_0701"
"175",1,20,1,20,175,"Questionnaire MSNA - HH",23,60234631,"81a42ed7-ec56-4e66-bdc2-e369ee1bfde7","2019-07-01T16:19:42",NA,"loop_bidons_test_OK_0701"
"176",2,20,1,20,176,"Questionnaire MSNA - HH",23,60234631,"81a42ed7-ec56-4e66-bdc2-e369ee1bfde7","2019-07-01T16:19:42",NA,"loop_bidons_test_OK_0701"
"177",3,20,1,20,177,"Questionnaire MSNA - HH",23,60234631,"81a42ed7-ec56-4e66-bdc2-e369ee1bfde7","2019-07-01T16:19:42",NA,"loop_bidons_test_OK_0701"
"178",4,20,1,20,178,"Questionnaire MSNA - HH",23,60234631,"81a42ed7-ec56-4e66-bdc2-e369ee1bfde7","2019-07-01T16:19:42",NA,"loop_bidons_test_OK_0701"
"179",1,20,1,20,179,"Questionnaire MSNA - HH",24,60234649,"e80c5e4c-ce5c-4faf-9c67-b5a66d336990","2019-07-01T16:19:48",NA,"loop_bidons_test_OK_0701"
"180",2,20,1,20,180,"Questionnaire MSNA - HH",24,60234649,"e80c5e4c-ce5c-4faf-9c67-b5a66d336990","2019-07-01T16:19:48",NA,"loop_bidons_test_OK_0701"
"181",3,12,1,12,181,"Questionnaire MSNA - HH",24,60234649,"e80c5e4c-ce5c-4faf-9c67-b5a66d336990","2019-07-01T16:19:48",NA,"loop_bidons_test_OK_0701"
"182",4,12,1,12,182,"Questionnaire MSNA - HH",24,60234649,"e80c5e4c-ce5c-4faf-9c67-b5a66d336990","2019-07-01T16:19:48",NA,"loop_bidons_test_OK_0701"
"183",1,20,1,20,1,"Questionnaire MSNA - HH (FINAL)",1,60384234,"27c483e6-7bcf-43b7-b7dd-783ef8181a7f","2019-07-02T17:45:54",NA,"loop_bidons_test_OK_0702"
"184",2,20,1,20,2,"Questionnaire MSNA - HH (FINAL)",1,60384234,"27c483e6-7bcf-43b7-b7dd-783ef8181a7f","2019-07-02T17:45:54",NA,"loop_bidons_test_OK_0702"
"185",3,20,1,20,3,"Questionnaire MSNA - HH (FINAL)",1,60384234,"27c483e6-7bcf-43b7-b7dd-783ef8181a7f","2019-07-02T17:45:54",NA,"loop_bidons_test_OK_0702"
"186",1,20,1,20,4,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"187",2,20,1,20,5,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"188",3,20,1,20,6,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"189",4,20,1,20,7,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"190",5,20,1,20,8,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"191",6,20,1,20,9,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"192",7,20,1,20,10,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"193",8,20,1,20,11,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"194",9,20,1,20,12,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"195",10,20,1,20,13,"Questionnaire MSNA - HH (FINAL)",2,60384239,"4904d630-3a9e-41c2-ba4c-02f038078ec9","2019-07-02T17:45:59",NA,"loop_bidons_test_OK_0702"
"196",1,20,1,20,14,"Questionnaire MSNA - HH (FINAL)",3,60384248,"419777a3-7f86-45bd-b0d2-ec483b40c75a","2019-07-02T17:46:03",NA,"loop_bidons_test_OK_0702"
"197",2,15,3,45,15,"Questionnaire MSNA - HH (FINAL)",3,60384248,"419777a3-7f86-45bd-b0d2-ec483b40c75a","2019-07-02T17:46:03",NA,"loop_bidons_test_OK_0702"
"198",1,25,1,25,16,"Questionnaire MSNA - HH (FINAL)",4,60384392,"d05d5015-bb7e-4320-bf52-ac633010c4fa","2019-07-02T17:48:30",NA,"loop_bidons_test_OK_0702"
"199",2,20,1,20,17,"Questionnaire MSNA - HH (FINAL)",4,60384392,"d05d5015-bb7e-4320-bf52-ac633010c4fa","2019-07-02T17:48:30",NA,"loop_bidons_test_OK_0702"
"200",3,25,1,25,18,"Questionnaire MSNA - HH (FINAL)",4,60384392,"d05d5015-bb7e-4320-bf52-ac633010c4fa","2019-07-02T17:48:30",NA,"loop_bidons_test_OK_0702"
"201",4,20,1,20,19,"Questionnaire MSNA - HH (FINAL)",4,60384392,"d05d5015-bb7e-4320-bf52-ac633010c4fa","2019-07-02T17:48:30",NA,"loop_bidons_test_OK_0702"
"202",1,20,1,20,20,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"203",2,20,0,0,21,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"204",3,20,2,40,22,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"205",4,20,0,0,23,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"206",5,20,1,20,24,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"207",6,20,1,20,25,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"208",7,20,2,40,26,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"209",8,20,1,20,27,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"210",9,20,20,400,28,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"211",10,20,0,0,29,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"212",11,20,0,0,30,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"213",12,20,1,20,31,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"214",13,20,1,20,32,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"215",14,20,0,0,33,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"216",15,20,20,400,34,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"217",16,0,20,0,35,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"218",17,0,20,0,36,"Questionnaire MSNA - HH (FINAL)",5,60384394,"25bc1b85-547c-41f6-b8d2-fb1b4076dbfe","2019-07-02T17:48:35",NA,"loop_bidons_test_OK_0702"
"219",1,20,2,40,37,"Questionnaire MSNA - HH (FINAL)",6,60384398,"a4af769d-e62f-431b-888b-5f1a9bdad498","2019-07-02T17:48:39",NA,"loop_bidons_test_OK_0702"
"220",2,20,4,80,38,"Questionnaire MSNA - HH (FINAL)",6,60384398,"a4af769d-e62f-431b-888b-5f1a9bdad498","2019-07-02T17:48:39",NA,"loop_bidons_test_OK_0702"
"221",1,20,1,20,39,"Questionnaire MSNA - HH (FINAL)",7,60384403,"fdf4a1dd-064e-48e7-a79c-3f1ef57c9be3","2019-07-02T17:48:55",NA,"loop_bidons_test_OK_0702"
"222",2,20,1,20,40,"Questionnaire MSNA - HH (FINAL)",7,60384403,"fdf4a1dd-064e-48e7-a79c-3f1ef57c9be3","2019-07-02T17:48:55",NA,"loop_bidons_test_OK_0702"
